UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
North East,29/11/2021,1496,99.87,Cases with confirmed S-gene,1498,99.4630281,99.97687128
North East,29/11/2021,2,0.13,Cases with confirmed SGTF,1498,0.02312872,0.536971902
North East,30/11/2021,1465,99.93,Cases with confirmed S-gene,1466,99.55817809,99.99643918
North East,30/11/2021,1,0.07,Cases with confirmed SGTF,1466,0.003560822,0.441821912
North East,01/12/2021,1452,99.73,Cases with confirmed S-gene,1456,99.24684809,99.91195794
North East,01/12/2021,4,0.27,Cases with confirmed SGTF,1456,0.08804206,0.753151906
North East,02/12/2021,1276,99.84,Cases with confirmed S-gene,1278,99.37089817,99.97288914
North East,02/12/2021,2,0.16,Cases with confirmed SGTF,1278,0.027110864,0.629101827
North East,03/12/2021,1062,99.81,Cases with confirmed S-gene,1064,99.24487204,99.96743528
North East,03/12/2021,2,0.19,Cases with confirmed SGTF,1064,0.032564723,0.755127962
North East,04/12/2021,888,99.89,Cases with confirmed S-gene,889,99.27271981,99.99412794
North East,04/12/2021,1,0.11,Cases with confirmed SGTF,889,0.005872062,0.727280185
North East,05/12/2021,981,99.8,Cases with confirmed S-gene,983,99.18291696,99.96475133
North East,05/12/2021,2,0.2,Cases with confirmed SGTF,983,0.035248674,0.817083044
North East,06/12/2021,1408,99.65,Cases with confirmed S-gene,1413,99.12522624,99.86965283
North East,06/12/2021,5,0.35,Cases with confirmed SGTF,1413,0.130347172,0.874773765
North East,07/12/2021,1213,99.59,Cases with confirmed S-gene,1218,98.98572491,99.84877118
North East,07/12/2021,5,0.41,Cases with confirmed SGTF,1218,0.151228816,1.014275087
North East,08/12/2021,1348,99.78,Cases with confirmed S-gene,1351,99.29468643,99.94263303
North East,08/12/2021,3,0.22,Cases with confirmed SGTF,1351,0.057366969,0.705313566
North East,09/12/2021,1230,97.54,Cases with confirmed S-gene,1261,96.48562667,98.29567283
North East,09/12/2021,31,2.46,Cases with confirmed SGTF,1261,1.704327172,3.514373331
North East,10/12/2021,1031,95.64,Cases with confirmed S-gene,1078,94.19814918,96.74567364
North East,10/12/2021,47,4.36,Cases with confirmed SGTF,1078,3.254326363,5.801850823
North East,11/12/2021,908,94.29,Cases with confirmed S-gene,963,92.58154735,95.63152545
North East,11/12/2021,55,5.71,Cases with confirmed SGTF,963,4.36847455,7.41845265
North East,12/12/2021,551,89.45,Cases with confirmed S-gene,616,86.68391661,91.70700431
North East,12/12/2021,65,10.55,Cases with confirmed SGTF,616,8.292995694,13.31608339
North East,13/12/2021,1432,85.85,Cases with confirmed S-gene,1668,84.06489673,87.47004127
North East,13/12/2021,236,14.15,Cases with confirmed SGTF,1668,12.52995873,15.93510327
North East,14/12/2021,1228,73.62,Cases with confirmed S-gene,1668,71.42303733,75.70908222
North East,14/12/2021,440,26.38,Cases with confirmed SGTF,1668,24.29091778,28.57696267
North East,15/12/2021,1202,64.97,Cases with confirmed S-gene,1850,62.74276912,67.14035338
North East,15/12/2021,648,35.03,Cases with confirmed SGTF,1850,32.85964662,37.25723088
North East,16/12/2021,1099,64.38,Cases with confirmed S-gene,1707,62.05065844,66.64783771
North East,16/12/2021,608,35.62,Cases with confirmed SGTF,1707,33.35216229,37.94934156
North East,17/12/2021,864,57.22,Cases with confirmed S-gene,1510,54.67456597,59.72539972
North East,17/12/2021,646,42.78,Cases with confirmed SGTF,1510,40.27460028,45.32543403
North East,18/12/2021,705,52.89,Cases with confirmed S-gene,1333,50.16660083,55.59301247
North East,18/12/2021,628,47.11,Cases with confirmed SGTF,1333,44.40698753,49.83339917
North East,19/12/2021,658,46.5,Cases with confirmed S-gene,1415,43.88082181,49.14191163
North East,19/12/2021,757,53.5,Cases with confirmed SGTF,1415,50.85808837,56.11917819
North East,20/12/2021,811,38.44,Cases with confirmed S-gene,2110,36.35982104,40.55472644
North East,20/12/2021,1299,61.56,Cases with confirmed SGTF,2110,59.44527356,63.64017896
North West,01/11/2021,3136,99.9,Cases with confirmed S-gene,3139,99.69587143,99.97531398
North West,01/11/2021,3,0.1,Cases with confirmed SGTF,3139,0.024686024,0.304128574
North West,02/11/2021,2306,99.87,Cases with confirmed S-gene,2309,99.5867582,99.96643869
North West,02/11/2021,3,0.13,Cases with confirmed SGTF,2309,0.033561305,0.413241799
North West,03/11/2021,2033,100,Cases with confirmed S-gene,2033,99.76487326,100
North West,04/11/2021,1983,99.95,Cases with confirmed S-gene,1984,99.67329728,99.99736889
North West,04/11/2021,1,0.05,Cases with confirmed SGTF,1984,0.002631112,0.326702717
North West,05/11/2021,2566,99.96,Cases with confirmed S-gene,2567,99.7473787,99.99796646
North West,05/11/2021,1,0.04,Cases with confirmed SGTF,2567,0.002033541,0.252621296
North West,06/11/2021,2283,99.96,Cases with confirmed S-gene,2284,99.71613308,99.99771449
North West,06/11/2021,1,0.04,Cases with confirmed SGTF,2284,0.002285513,0.283866922
North West,07/11/2021,2484,100,Cases with confirmed S-gene,2484,99.80749669,100
North West,08/11/2021,3701,99.97,Cases with confirmed S-gene,3702,99.82474531,99.99858993
North West,08/11/2021,1,0.03,Cases with confirmed SGTF,3702,0.001410069,0.175254689
North West,09/11/2021,3550,99.92,Cases with confirmed S-gene,3553,99.73126466,99.97819075
North West,09/11/2021,3,0.08,Cases with confirmed SGTF,3553,0.021809247,0.268735341
North West,10/11/2021,3361,99.91,Cases with confirmed S-gene,3364,99.71618616,99.97696529
North West,10/11/2021,3,0.09,Cases with confirmed SGTF,3364,0.023034707,0.283813838
North West,11/11/2021,3351,99.97,Cases with confirmed S-gene,3352,99.80646817,99.9984427
North West,11/11/2021,1,0.03,Cases with confirmed SGTF,3352,0.001557303,0.193531826
North West,12/11/2021,3071,99.97,Cases with confirmed S-gene,3072,99.78885183,99.99830075
North West,12/11/2021,1,0.03,Cases with confirmed SGTF,3072,0.001699247,0.211148173
North West,13/11/2021,2545,100,Cases with confirmed S-gene,2545,99.81210369,100
North West,14/11/2021,2522,100,Cases with confirmed S-gene,2522,99.81039276,100
North West,15/11/2021,4250,99.98,Cases with confirmed S-gene,4251,99.84735718,99.99877204
North West,15/11/2021,1,0.02,Cases with confirmed SGTF,4251,0.001227962,0.152642819
North West,16/11/2021,3783,99.97,Cases with confirmed S-gene,3784,99.82853904,99.99862049
North West,16/11/2021,1,0.03,Cases with confirmed SGTF,3784,0.001379512,0.171460955
North West,17/11/2021,3718,100,Cases with confirmed S-gene,3718,99.87132165,100
North West,18/11/2021,3690,100,Cases with confirmed S-gene,3690,99.87034626,100
North West,19/11/2021,3166,99.97,Cases with confirmed S-gene,3167,99.7951775,99.99835173
North West,19/11/2021,1,0.03,Cases with confirmed SGTF,3167,0.001648274,0.204822501
North West,20/11/2021,2711,100,Cases with confirmed S-gene,2711,99.8235925,100
North West,21/11/2021,2600,100,Cases with confirmed S-gene,2600,99.81607249,100
North West,22/11/2021,3863,100,Cases with confirmed S-gene,3863,99.87614682,100
North West,23/11/2021,3779,100,Cases with confirmed S-gene,3779,99.87339662,100
North West,24/11/2021,3431,99.97,Cases with confirmed S-gene,3432,99.81097408,99.998479
North West,24/11/2021,1,0.03,Cases with confirmed SGTF,3432,0.001521002,0.189025923
North West,25/11/2021,3387,99.91,Cases with confirmed S-gene,3390,99.71836006,99.97714198
North West,25/11/2021,3,0.09,Cases with confirmed SGTF,3390,0.022858019,0.28163994
North West,26/11/2021,3083,99.97,Cases with confirmed S-gene,3084,99.78967234,99.99830737
North West,26/11/2021,1,0.03,Cases with confirmed SGTF,3084,0.001692635,0.210327664
North West,27/11/2021,2393,99.83,Cases with confirmed S-gene,2397,99.54194743,99.94652955
North West,27/11/2021,4,0.17,Cases with confirmed SGTF,2397,0.05347045,0.458052566
North West,28/11/2021,2764,99.89,Cases with confirmed S-gene,2767,99.65504936,99.97199466
North West,28/11/2021,3,0.11,Cases with confirmed SGTF,2767,0.028005343,0.344950641
North West,29/11/2021,4091,99.9,Cases with confirmed S-gene,4095,99.73166598,99.9687044
North West,29/11/2021,4,0.1,Cases with confirmed SGTF,4095,0.031295599,0.268334016
North West,30/11/2021,4297,99.72,Cases with confirmed S-gene,4309,99.49912776,99.84903848
North West,30/11/2021,12,0.28,Cases with confirmed SGTF,4309,0.15096152,0.500872236
North West,01/12/2021,4276,99.56,Cases with confirmed S-gene,4295,99.2959252,99.72568694
North West,01/12/2021,19,0.44,Cases with confirmed SGTF,4295,0.274313057,0.704074797
North West,02/12/2021,3913,99.29,Cases with confirmed S-gene,3941,98.96011974,99.51835903
North West,02/12/2021,28,0.71,Cases with confirmed SGTF,3941,0.481640971,1.039880261
North West,03/12/2021,3560,98.89,Cases with confirmed S-gene,3600,98.47464578,99.19473007
North West,03/12/2021,40,1.11,Cases with confirmed SGTF,3600,0.805269934,1.525354217
North West,04/12/2021,1121,98.77,Cases with confirmed S-gene,1135,97.88548835,99.29673155
North West,04/12/2021,14,1.23,Cases with confirmed SGTF,1135,0.703268453,2.114511645
North West,05/12/2021,2888,98.26,Cases with confirmed S-gene,2939,97.70650146,98.69242704
North West,05/12/2021,51,1.74,Cases with confirmed SGTF,2939,1.307572962,2.293498538
North West,06/12/2021,2879,95.74,Cases with confirmed S-gene,3007,94.94349846,96.42362816
North West,06/12/2021,128,4.26,Cases with confirmed SGTF,3007,3.576371838,5.056501537
North West,07/12/2021,3085,92.7,Cases with confirmed S-gene,3328,91.74848458,93.54802169
North West,07/12/2021,243,7.3,Cases with confirmed SGTF,3328,6.451978312,8.251515418
North West,08/12/2021,2384,88.56,Cases with confirmed S-gene,2692,87.281514,89.72428744
North West,08/12/2021,308,11.44,Cases with confirmed SGTF,2692,10.27571256,12.718486
North West,09/12/2021,2435,86.47,Cases with confirmed S-gene,2816,85.13862908,87.70095095
North West,09/12/2021,381,13.53,Cases with confirmed SGTF,2816,12.29904905,14.86137092
North West,10/12/2021,3234,82.1,Cases with confirmed S-gene,3939,80.8608329,83.28006385
North West,10/12/2021,705,17.9,Cases with confirmed SGTF,3939,16.71993615,19.1391671
North West,11/12/2021,2780,78.62,Cases with confirmed S-gene,3536,77.2234429,79.95360962
North West,11/12/2021,756,21.38,Cases with confirmed SGTF,3536,20.04639038,22.7765571
North West,12/12/2021,2502,70.8,Cases with confirmed S-gene,3534,69.26257387,72.28775976
North West,12/12/2021,1032,29.2,Cases with confirmed SGTF,3534,27.71224024,30.73742613
North West,13/12/2021,2764,63.94,Cases with confirmed S-gene,4323,62.4822292,65.36698514
North West,13/12/2021,1559,36.06,Cases with confirmed SGTF,4323,34.63301486,37.5177708
North West,14/12/2021,2712,50.09,Cases with confirmed S-gene,5414,48.75167179,51.43290265
North West,14/12/2021,2702,49.91,Cases with confirmed SGTF,5414,48.56709735,51.24832821
North West,15/12/2021,2392,37.54,Cases with confirmed S-gene,6372,36.35035298,38.74322966
North West,15/12/2021,3980,62.46,Cases with confirmed SGTF,6372,61.25677034,63.64964702
North West,16/12/2021,2268,35.83,Cases with confirmed S-gene,6330,34.64923993,37.02683164
North West,16/12/2021,4062,64.17,Cases with confirmed SGTF,6330,62.97316836,65.35076007
North West,17/12/2021,1847,32.78,Cases with confirmed S-gene,5634,31.56065576,34.0291814
North West,17/12/2021,3787,67.22,Cases with confirmed SGTF,5634,65.9708186,68.43934424
North West,18/12/2021,1331,27.17,Cases with confirmed S-gene,4898,25.93671597,28.44806664
North West,18/12/2021,3567,72.83,Cases with confirmed SGTF,4898,71.55193336,74.06328403
North West,19/12/2021,1170,22.35,Cases with confirmed S-gene,5236,21.22813511,23.5033601
North West,19/12/2021,4066,77.65,Cases with confirmed SGTF,5236,76.4966399,78.77186489
North West,20/12/2021,942,16.74,Cases with confirmed S-gene,5627,15.77933241,17.74788968
North West,20/12/2021,4685,83.26,Cases with confirmed SGTF,5627,82.25211032,84.22066759
South East,01/11/2021,1547,99.42,Cases with confirmed S-gene,1556,98.86256764,99.71746217
South East,01/11/2021,9,0.58,Cases with confirmed SGTF,1556,0.282537834,1.137432358
South East,02/11/2021,1180,99.83,Cases with confirmed S-gene,1182,99.31998678,99.97068684
South East,02/11/2021,2,0.17,Cases with confirmed SGTF,1182,0.029313165,0.680013215
South East,03/11/2021,1452,99.32,Cases with confirmed S-gene,1462,98.70149934,99.65204624
South East,03/11/2021,10,0.68,Cases with confirmed SGTF,1462,0.347953764,1.298500664
South East,04/11/2021,1013,99.9,Cases with confirmed S-gene,1014,99.36201714,99.99485184
South East,04/11/2021,1,0.1,Cases with confirmed SGTF,1014,0.005148158,0.637982859
South East,05/11/2021,1088,99.63,Cases with confirmed S-gene,1092,98.9968552,99.88259458
South East,05/11/2021,4,0.37,Cases with confirmed SGTF,1092,0.117405419,1.003144803
South East,06/11/2021,789,100,Cases with confirmed S-gene,789,99.39596982,100
South East,07/11/2021,825,99.64,Cases with confirmed S-gene,828,98.85155766,99.90637973
South East,07/11/2021,3,0.36,Cases with confirmed SGTF,828,0.093620273,1.148442336
South East,08/11/2021,1261,99.53,Cases with confirmed S-gene,1267,98.91708504,99.80735172
South East,08/11/2021,6,0.47,Cases with confirmed SGTF,1267,0.192648285,1.082914961
South East,09/11/2021,1672,99.76,Cases with confirmed S-gene,1676,99.34543881,99.92351888
South East,09/11/2021,4,0.24,Cases with confirmed SGTF,1676,0.076481121,0.654561195
South East,10/11/2021,1530,99.74,Cases with confirmed S-gene,1534,99.28502898,99.91643639
South East,10/11/2021,4,0.26,Cases with confirmed SGTF,1534,0.083563608,0.714971017
South East,11/11/2021,1382,99.64,Cases with confirmed S-gene,1387,99.1088846,99.86720804
South East,11/11/2021,5,0.36,Cases with confirmed SGTF,1387,0.132791957,0.891115397
South East,12/11/2021,1271,99.92,Cases with confirmed S-gene,1272,99.49100766,99.99589608
South East,12/11/2021,1,0.08,Cases with confirmed SGTF,1272,0.004103922,0.508992343
South East,13/11/2021,1628,99.82,Cases with confirmed S-gene,1631,99.41544157,99.9524839
South East,13/11/2021,3,0.18,Cases with confirmed SGTF,1631,0.047516096,0.584558431
South East,14/11/2021,1391,99.78,Cases with confirmed S-gene,1394,99.31637379,99.94440312
South East,14/11/2021,3,0.22,Cases with confirmed SGTF,1394,0.055596881,0.683626206
South East,15/11/2021,3698,99.81,Cases with confirmed S-gene,3705,99.59241985,99.91718595
South East,15/11/2021,7,0.19,Cases with confirmed SGTF,3705,0.08281405,0.407580151
South East,16/11/2021,2674,99.81,Cases with confirmed S-gene,2679,99.53787568,99.93126803
South East,16/11/2021,5,0.19,Cases with confirmed SGTF,2679,0.068731967,0.462124323
South East,17/11/2021,2539,99.84,Cases with confirmed S-gene,2543,99.56819772,99.94960014
South East,17/11/2021,4,0.16,Cases with confirmed SGTF,2543,0.050399859,0.431802279
South East,18/11/2021,2571,100,Cases with confirmed S-gene,2571,99.81400098,100
South East,19/11/2021,1804,99.83,Cases with confirmed S-gene,1807,99.47223744,99.95711297
South East,19/11/2021,3,0.17,Cases with confirmed SGTF,1807,0.042887029,0.527762563
South East,20/11/2021,1477,100,Cases with confirmed S-gene,1477,99.67659459,100
South East,21/11/2021,1693,99.65,Cases with confirmed S-gene,1699,99.19163465,99.85636303
South East,21/11/2021,6,0.35,Cases with confirmed SGTF,1699,0.14363697,0.808365353
South East,22/11/2021,2437,99.75,Cases with confirmed S-gene,2443,99.43731943,99.90012361
South East,22/11/2021,6,0.25,Cases with confirmed SGTF,2443,0.099876386,0.562680568
South East,23/11/2021,2509,99.92,Cases with confirmed S-gene,2511,99.67928977,99.98620279
South East,23/11/2021,2,0.08,Cases with confirmed SGTF,2511,0.013797213,0.320710229
South East,24/11/2021,2156,100,Cases with confirmed S-gene,2156,99.77826314,100
South East,25/11/2021,2678,99.67,Cases with confirmed S-gene,2687,99.34037158,99.83644882
South East,25/11/2021,9,0.33,Cases with confirmed SGTF,2687,0.163551183,0.659628424
South East,26/11/2021,1747,99.54,Cases with confirmed S-gene,1755,99.06552135,99.7878917
South East,26/11/2021,8,0.46,Cases with confirmed SGTF,1755,0.212108297,0.934478653
South East,27/11/2021,1603,99.44,Cases with confirmed S-gene,1612,98.90194959,99.72728593
South East,27/11/2021,9,0.56,Cases with confirmed SGTF,1612,0.272714074,1.098050405
South East,28/11/2021,1665,99.76,Cases with confirmed S-gene,1669,99.34270107,99.92319799
South East,28/11/2021,4,0.24,Cases with confirmed SGTF,1669,0.076802007,0.657298932
South East,29/11/2021,2604,99.28,Cases with confirmed S-gene,2623,98.84824425,99.55065435
South East,29/11/2021,19,0.72,Cases with confirmed SGTF,2623,0.449345654,1.151755753
South East,30/11/2021,2518,99.64,Cases with confirmed S-gene,2527,99.29869532,99.82608763
South East,30/11/2021,9,0.36,Cases with confirmed SGTF,2527,0.173912367,0.701304683
South East,01/12/2021,2593,99.2,Cases with confirmed S-gene,2614,98.75191738,99.48907507
South East,01/12/2021,21,0.8,Cases with confirmed SGTF,2614,0.510924926,1.248082615
South East,02/12/2021,2130,98.66,Cases with confirmed S-gene,2159,98.05042859,99.08219356
South East,02/12/2021,29,1.34,Cases with confirmed SGTF,2159,0.917806439,1.949571409
South East,03/12/2021,2448,99.07,Cases with confirmed S-gene,2471,98.58294681,99.39515277
South East,03/12/2021,23,0.93,Cases with confirmed SGTF,2471,0.604847229,1.417053191
South East,04/12/2021,2282,98.62,Cases with confirmed S-gene,2314,98.02917792,99.03668854
South East,04/12/2021,32,1.38,Cases with confirmed SGTF,2314,0.963311463,1.970822082
South East,05/12/2021,1707,97.38,Cases with confirmed S-gene,1753,96.48536313,98.05149525
South East,05/12/2021,46,2.62,Cases with confirmed SGTF,1753,1.948504751,3.514636866
South East,06/12/2021,2488,95.14,Cases with confirmed S-gene,2615,94.23062206,95.92068581
South East,06/12/2021,127,4.86,Cases with confirmed SGTF,2615,4.079314192,5.769377941
South East,07/12/2021,2483,90.89,Cases with confirmed S-gene,2732,89.72914091,91.92569463
South East,07/12/2021,249,9.11,Cases with confirmed SGTF,2732,8.074305368,10.27085909
South East,08/12/2021,2611,87.65,Cases with confirmed S-gene,2979,86.39909628,88.79628392
South East,08/12/2021,368,12.35,Cases with confirmed SGTF,2979,11.20371608,13.60090372
South East,09/12/2021,2693,86.04,Cases with confirmed S-gene,3130,84.76336773,87.22379718
South East,09/12/2021,437,13.96,Cases with confirmed SGTF,3130,12.77620282,15.23663227
South East,10/12/2021,2284,80.79,Cases with confirmed S-gene,2827,79.28065132,82.2194801
South East,10/12/2021,543,19.21,Cases with confirmed SGTF,2827,17.7805199,20.71934868
South East,11/12/2021,1302,73.48,Cases with confirmed S-gene,1772,71.34280962,75.50682721
South East,11/12/2021,470,26.52,Cases with confirmed SGTF,1772,24.49317279,28.65719038
South East,12/12/2021,1294,66.12,Cases with confirmed S-gene,1957,63.96902594,68.21026741
South East,12/12/2021,663,33.88,Cases with confirmed SGTF,1957,31.78973259,36.03097406
South East,13/12/2021,2098,59.07,Cases with confirmed S-gene,3552,57.4251688,60.68570447
South East,13/12/2021,1454,40.93,Cases with confirmed SGTF,3552,39.31429553,42.5748312
South East,14/12/2021,1670,44.64,Cases with confirmed S-gene,3741,43.04047402,46.25155472
South East,14/12/2021,2071,55.36,Cases with confirmed SGTF,3741,53.74844528,56.95952598
South East,15/12/2021,1577,37.27,Cases with confirmed S-gene,4231,35.81599216,38.75231027
South East,15/12/2021,2654,62.73,Cases with confirmed SGTF,4231,61.24768973,64.18400784
South East,16/12/2021,1508,33.48,Cases with confirmed S-gene,4504,32.10673244,34.88434752
South East,16/12/2021,2996,66.52,Cases with confirmed SGTF,4504,65.11565248,67.89326756
South East,17/12/2021,1315,32.02,Cases with confirmed S-gene,4107,30.59699556,33.47390735
South East,17/12/2021,2792,67.98,Cases with confirmed SGTF,4107,66.52609265,69.40300444
South East,18/12/2021,777,27.22,Cases with confirmed S-gene,2855,25.59710469,28.89560656
South East,18/12/2021,2078,72.78,Cases with confirmed SGTF,2855,71.10439344,74.40289531
South East,19/12/2021,702,23.69,Cases with confirmed S-gene,2963,22.17942203,25.27386244
South East,19/12/2021,2261,76.31,Cases with confirmed SGTF,2963,74.72613756,77.82057797
South East,20/12/2021,656,19.87,Cases with confirmed S-gene,3302,18.5264581,21.27784623
South East,20/12/2021,2646,80.13,Cases with confirmed SGTF,3302,78.72215377,81.4735419
South West,01/11/2021,805,99.88,Cases with confirmed S-gene,806,99.19820157,99.99352321
South West,01/11/2021,1,0.12,Cases with confirmed SGTF,806,0.006476785,0.801798429
South West,02/11/2021,671,100,Cases with confirmed S-gene,671,99.29035828,100
South West,03/11/2021,994,100,Cases with confirmed S-gene,994,99.52005856,100
South West,04/11/2021,716,100,Cases with confirmed S-gene,716,99.33471802,100
South West,05/11/2021,794,100,Cases with confirmed S-gene,794,99.39975502,100
South West,06/11/2021,596,100,Cases with confirmed S-gene,596,99.20163596,100
South West,07/11/2021,859,100,Cases with confirmed S-gene,859,99.44497073,100
South West,08/11/2021,1050,100,Cases with confirmed S-gene,1050,99.54556109,100
South West,09/11/2021,993,100,Cases with confirmed S-gene,993,99.51957711,100
South West,10/11/2021,958,100,Cases with confirmed S-gene,958,99.50209601,100
South West,11/11/2021,822,100,Cases with confirmed S-gene,822,99.42010516,100
South West,12/11/2021,718,100,Cases with confirmed S-gene,718,99.3365612,100
South West,13/11/2021,871,100,Cases with confirmed S-gene,871,99.45258357,100
South West,14/11/2021,752,100,Cases with confirmed S-gene,752,99.36640297,100
South West,15/11/2021,1342,100,Cases with confirmed S-gene,1342,99.64415514,100
South West,16/11/2021,577,100,Cases with confirmed S-gene,577,99.17552247,100
South West,17/11/2021,467,100,Cases with confirmed S-gene,467,98.98292208,100
South West,18/11/2021,564,100,Cases with confirmed S-gene,564,99.15664855,100
South West,19/11/2021,336,100,Cases with confirmed S-gene,336,98.59091494,100
South West,20/11/2021,303,100,Cases with confirmed S-gene,303,98.43939293,100
South West,21/11/2021,300,100,Cases with confirmed S-gene,300,98.42398637,100
South West,22/11/2021,468,100,Cases with confirmed S-gene,468,98.98507743,100
South West,23/11/2021,1007,100,Cases with confirmed S-gene,1007,99.52623062,100
South West,24/11/2021,843,100,Cases with confirmed S-gene,843,99.43448468,100
South West,25/11/2021,1077,99.91,Cases with confirmed S-gene,1078,99.39975157,99.9951575
South West,25/11/2021,1,0.09,Cases with confirmed SGTF,1078,0.004842504,0.60024843
South West,26/11/2021,765,99.87,Cases with confirmed S-gene,766,99.15655296,99.99318498
South West,26/11/2021,1,0.13,Cases with confirmed SGTF,766,0.006815017,0.843447036
South West,27/11/2021,780,99.62,Cases with confirmed S-gene,783,98.78592769,99.90099644
South West,27/11/2021,3,0.38,Cases with confirmed SGTF,783,0.099003558,1.214072309
South West,28/11/2021,744,100,Cases with confirmed S-gene,744,99.35962548,100
South West,29/11/2021,1123,99.65,Cases with confirmed S-gene,1127,99.02788154,99.88624264
South West,29/11/2021,4,0.35,Cases with confirmed SGTF,1127,0.113757361,0.972118459
South West,30/11/2021,1101,99.46,Cases with confirmed S-gene,1107,98.76126348,99.77948362
South West,30/11/2021,6,0.54,Cases with confirmed SGTF,1107,0.220516383,1.238736523
South West,01/12/2021,1135,99.65,Cases with confirmed S-gene,1139,99.03808197,99.88744176
South West,01/12/2021,4,0.35,Cases with confirmed SGTF,1139,0.112558237,0.961918034
South West,02/12/2021,876,99.66,Cases with confirmed S-gene,879,98.91785571,99.91181415
South West,02/12/2021,3,0.34,Cases with confirmed SGTF,879,0.088185854,1.082144289
South West,03/12/2021,1143,98.96,Cases with confirmed S-gene,1155,98.13820162,99.43615525
South West,03/12/2021,12,1.04,Cases with confirmed SGTF,1155,0.563844752,1.86179838
South West,04/12/2021,1211,98.78,Cases with confirmed S-gene,1226,97.94078358,99.28795076
South West,04/12/2021,15,1.22,Cases with confirmed SGTF,1226,0.712049238,2.059216421
South West,05/12/2021,786,98.13,Cases with confirmed S-gene,801,96.8565497,98.90911237
South West,05/12/2021,15,1.87,Cases with confirmed SGTF,801,1.090887626,3.143450299
South West,06/12/2021,779,97.74,Cases with confirmed S-gene,797,96.38243404,98.6154882
South West,06/12/2021,18,2.26,Cases with confirmed SGTF,797,1.384511804,3.617565956
South West,07/12/2021,500,93.98,Cases with confirmed S-gene,532,91.52424259,95.78614374
South West,07/12/2021,32,6.02,Cases with confirmed SGTF,532,4.213856263,8.475757405
South West,08/12/2021,669,91.77,Cases with confirmed S-gene,729,89.47314029,93.6131281
South West,08/12/2021,60,8.23,Cases with confirmed SGTF,729,6.3868719,10.52685971
South West,09/12/2021,752,90.71,Cases with confirmed S-gene,829,88.47791658,92.55853601
South West,09/12/2021,77,9.29,Cases with confirmed SGTF,829,7.441463987,11.52208342
South West,10/12/2021,885,86.94,Cases with confirmed S-gene,1018,84.67308765,88.91298072
South West,10/12/2021,133,13.06,Cases with confirmed SGTF,1018,11.08701928,15.32691235
South West,11/12/2021,412,84.08,Cases with confirmed S-gene,490,80.46946614,87.14699389
South West,11/12/2021,78,15.92,Cases with confirmed SGTF,490,12.85300611,19.53053386
South West,12/12/2021,691,76.69,Cases with confirmed S-gene,901,73.76461339,79.38932793
South West,12/12/2021,210,23.31,Cases with confirmed SGTF,901,20.61067207,26.23538661
South West,13/12/2021,682,70.24,Cases with confirmed S-gene,971,67.23316415,73.07823445
South West,13/12/2021,289,29.76,Cases with confirmed SGTF,971,26.92176555,32.76683585
South West,14/12/2021,508,51.68,Cases with confirmed S-gene,983,48.50341373,54.8403761
South West,14/12/2021,475,48.32,Cases with confirmed SGTF,983,45.1596239,51.49658627
South West,15/12/2021,480,46.74,Cases with confirmed S-gene,1027,43.65613224,49.84471035
South West,15/12/2021,547,53.26,Cases with confirmed SGTF,1027,50.15528965,56.34386776
South West,16/12/2021,688,41.67,Cases with confirmed S-gene,1651,39.28563618,44.09694951
South West,16/12/2021,963,58.33,Cases with confirmed SGTF,1651,55.90305049,60.71436382
South West,17/12/2021,623,37.53,Cases with confirmed S-gene,1660,35.20247704,39.91608825
South West,17/12/2021,1037,62.47,Cases with confirmed SGTF,1660,60.08391175,64.79752296
South West,18/12/2021,486,31.87,Cases with confirmed S-gene,1525,29.54616798,34.28392729
South West,18/12/2021,1039,68.13,Cases with confirmed SGTF,1525,65.71607271,70.45383202
South West,19/12/2021,403,27.01,Cases with confirmed S-gene,1492,24.78633374,29.35494461
South West,19/12/2021,1089,72.99,Cases with confirmed SGTF,1492,70.64505539,75.21366626
South West,20/12/2021,255,20.19,Cases with confirmed S-gene,1263,18.03024887,22.53381022
South West,20/12/2021,1008,79.81,Cases with confirmed SGTF,1263,77.46618978,81.96975113
West Midlands,01/11/2021,2869,99.97,Cases with confirmed S-gene,2870,99.77401151,99.99818115
West Midlands,01/11/2021,1,0.03,Cases with confirmed SGTF,2870,0.001818847,0.225988487
West Midlands,02/11/2021,2178,99.86,Cases with confirmed S-gene,2181,99.56255485,99.96446866
West Midlands,02/11/2021,3,0.14,Cases with confirmed SGTF,2181,0.035531342,0.437445155
West Midlands,03/11/2021,2088,100,Cases with confirmed S-gene,2088,99.77105523,100
West Midlands,04/11/2021,1801,100,Cases with confirmed S-gene,1801,99.73465004,100
West Midlands,05/11/2021,1322,100,Cases with confirmed S-gene,1322,99.63878748,100
West Midlands,06/11/2021,1084,100,Cases with confirmed S-gene,1084,99.55976382,100
West Midlands,07/11/2021,1096,100,Cases with confirmed S-gene,1096,99.56456691,100
West Midlands,08/11/2021,1401,99.93,Cases with confirmed S-gene,1402,99.53806755,99.99627662
West Midlands,08/11/2021,1,0.07,Cases with confirmed SGTF,1402,0.003723375,0.461932447
West Midlands,09/11/2021,1184,99.92,Cases with confirmed S-gene,1185,99.45376618,99.99559477
West Midlands,09/11/2021,1,0.08,Cases with confirmed SGTF,1185,0.004405233,0.546233825
West Midlands,10/11/2021,1161,100,Cases with confirmed S-gene,1161,99.58886387,100
