UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
London,21/12/2021,11904,92.02,Cases with confirmed SGTF,12937,91.53153089,92.4736193
London,22/12/2021,831,6.63,Cases with confirmed S-gene,12541,6.200207399,7.079131075
London,22/12/2021,11710,93.37,Cases with confirmed SGTF,12541,92.92086892,93.7997926
London,23/12/2021,663,5.99,Cases with confirmed S-gene,11076,5.554839175,6.44782341
London,23/12/2021,10413,94.01,Cases with confirmed SGTF,11076,93.55217659,94.44516082
London,24/12/2021,358,4.9,Cases with confirmed S-gene,7304,4.423052643,5.427862988
London,24/12/2021,6946,95.1,Cases with confirmed SGTF,7304,94.57213701,95.57694736
London,25/12/2021,103,3.82,Cases with confirmed S-gene,2698,3.140955573,4.629003002
London,25/12/2021,2595,96.18,Cases with confirmed SGTF,2698,95.370997,96.85904443
London,26/12/2021,253,3.82,Cases with confirmed S-gene,6622,3.377920071,4.317696707
London,26/12/2021,6369,96.18,Cases with confirmed SGTF,6622,95.68230329,96.62207993
London,27/12/2021,274,4.27,Cases with confirmed S-gene,6415,3.795818202,4.802255166
London,27/12/2021,6141,95.73,Cases with confirmed SGTF,6415,95.19774483,96.2041818
North East,01/11/2021,1701,99.94,Cases with confirmed S-gene,1702,99.61929553,99.99693294
North East,01/11/2021,1,0.06,Cases with confirmed SGTF,1702,0.003067065,0.380704467
North East,02/11/2021,477,100,Cases with confirmed S-gene,477,99.00407223,100
North East,03/11/2021,905,100,Cases with confirmed S-gene,905,99.4730616,100
North East,04/11/2021,628,100,Cases with confirmed S-gene,628,99.24206686,100
North East,05/11/2021,706,100,Cases with confirmed S-gene,706,99.32534632,100
North East,06/11/2021,527,100,Cases with confirmed S-gene,527,99.09787115,100
North East,07/11/2021,439,100,Cases with confirmed S-gene,439,98.91862048,100
North East,08/11/2021,1116,100,Cases with confirmed S-gene,1116,99.5723433,100
North East,09/11/2021,994,99.9,Cases with confirmed S-gene,995,99.34988406,99.99475353
North East,09/11/2021,1,0.1,Cases with confirmed SGTF,995,0.005246469,0.650115941
North East,10/11/2021,1088,100,Cases with confirmed S-gene,1088,99.56137658,100
North East,11/11/2021,1157,100,Cases with confirmed S-gene,1157,99.58744724,100
North East,12/11/2021,1155,99.91,Cases with confirmed S-gene,1156,99.44011103,99.99548425
North East,12/11/2021,1,0.09,Cases with confirmed SGTF,1156,0.004515749,0.55988897
North East,13/11/2021,839,100,Cases with confirmed S-gene,839,99.43180097,100
North East,14/11/2021,864,100,Cases with confirmed S-gene,864,99.44816833,100
North East,15/11/2021,1176,100,Cases with confirmed S-gene,1176,99.59409069,100
North East,16/11/2021,1080,100,Cases with confirmed S-gene,1080,99.55813916,100
North East,17/11/2021,1467,100,Cases with confirmed S-gene,1467,99.67439587,100
North East,18/11/2021,1333,99.85,Cases with confirmed S-gene,1335,99.39767341,99.97404687
North East,18/11/2021,2,0.15,Cases with confirmed SGTF,1335,0.025953134,0.60232659
North East,19/11/2021,1197,100,Cases with confirmed S-gene,1197,99.60118888,100
North East,20/11/2021,1025,100,Cases with confirmed S-gene,1025,99.53451906,100
North East,21/11/2021,938,100,Cases with confirmed S-gene,938,99.4915235,100
North East,22/11/2021,1464,100,Cases with confirmed S-gene,1464,99.67373042,100
North East,23/11/2021,1345,100,Cases with confirmed S-gene,1345,99.64494656,100
North East,24/11/2021,1306,100,Cases with confirmed S-gene,1306,99.63437534,100
North East,25/11/2021,1196,99.92,Cases with confirmed S-gene,1197,99.4592237,99.99563893
North East,25/11/2021,1,0.08,Cases with confirmed SGTF,1197,0.004361069,0.540776305
North East,26/11/2021,1044,100,Cases with confirmed S-gene,1044,99.54295906,100
North East,27/11/2021,585,100,Cases with confirmed S-gene,585,99.18672301,100
North East,28/11/2021,1160,99.91,Cases with confirmed S-gene,1161,99.44251386,99.9955037
North East,28/11/2021,1,0.09,Cases with confirmed SGTF,1161,0.004496301,0.557486136
North East,29/11/2021,1496,99.87,Cases with confirmed S-gene,1498,99.4630281,99.97687128
North East,29/11/2021,2,0.13,Cases with confirmed SGTF,1498,0.02312872,0.536971902
North East,30/11/2021,1465,99.93,Cases with confirmed S-gene,1466,99.55817809,99.99643918
North East,30/11/2021,1,0.07,Cases with confirmed SGTF,1466,0.003560822,0.441821912
North East,01/12/2021,1452,99.73,Cases with confirmed S-gene,1456,99.24684809,99.91195794
North East,01/12/2021,4,0.27,Cases with confirmed SGTF,1456,0.08804206,0.753151906
North East,02/12/2021,1276,99.84,Cases with confirmed S-gene,1278,99.37089817,99.97288914
North East,02/12/2021,2,0.16,Cases with confirmed SGTF,1278,0.027110864,0.629101827
North East,03/12/2021,1062,99.81,Cases with confirmed S-gene,1064,99.24487204,99.96743528
North East,03/12/2021,2,0.19,Cases with confirmed SGTF,1064,0.032564723,0.755127962
North East,04/12/2021,888,99.89,Cases with confirmed S-gene,889,99.27271981,99.99412794
North East,04/12/2021,1,0.11,Cases with confirmed SGTF,889,0.005872062,0.727280185
North East,05/12/2021,981,99.8,Cases with confirmed S-gene,983,99.18291696,99.96475133
North East,05/12/2021,2,0.2,Cases with confirmed SGTF,983,0.035248674,0.817083044
North East,06/12/2021,1408,99.65,Cases with confirmed S-gene,1413,99.12522624,99.86965283
North East,06/12/2021,5,0.35,Cases with confirmed SGTF,1413,0.130347172,0.874773765
North East,07/12/2021,1213,99.59,Cases with confirmed S-gene,1218,98.98572491,99.84877118
North East,07/12/2021,5,0.41,Cases with confirmed SGTF,1218,0.151228816,1.014275087
North East,08/12/2021,1348,99.78,Cases with confirmed S-gene,1351,99.29468643,99.94263303
North East,08/12/2021,3,0.22,Cases with confirmed SGTF,1351,0.057366969,0.705313566
North East,09/12/2021,1229,97.54,Cases with confirmed S-gene,1260,96.48285457,98.29431611
North East,09/12/2021,31,2.46,Cases with confirmed SGTF,1260,1.705683892,3.517145434
North East,10/12/2021,1030,95.64,Cases with confirmed S-gene,1077,94.19280715,96.74263767
North East,10/12/2021,47,4.36,Cases with confirmed SGTF,1077,3.257362329,5.807192848
North East,11/12/2021,909,94.29,Cases with confirmed S-gene,964,92.58916626,95.63608384
North East,11/12/2021,55,5.71,Cases with confirmed SGTF,964,4.36391616,7.410833738
North East,12/12/2021,551,89.59,Cases with confirmed S-gene,615,86.84046979,91.83854542
North East,12/12/2021,64,10.41,Cases with confirmed SGTF,615,8.161454575,13.15953021
North East,13/12/2021,1434,85.87,Cases with confirmed S-gene,1670,84.08377225,87.4851763
North East,13/12/2021,236,14.13,Cases with confirmed SGTF,1670,12.5148237,15.91622775
North East,14/12/2021,1228,73.58,Cases with confirmed S-gene,1669,71.37858399,75.66558629
North East,14/12/2021,441,26.42,Cases with confirmed SGTF,1669,24.33441371,28.62141601
North East,15/12/2021,1205,64.96,Cases with confirmed S-gene,1855,62.73228327,67.12425693
North East,15/12/2021,650,35.04,Cases with confirmed SGTF,1855,32.87574307,37.26771673
North East,16/12/2021,1102,64.26,Cases with confirmed S-gene,1715,61.92935551,66.51922161
North East,16/12/2021,613,35.74,Cases with confirmed SGTF,1715,33.48077839,38.07064449
North East,17/12/2021,870,57.09,Cases with confirmed S-gene,1524,54.55393944,59.5831832
North East,17/12/2021,654,42.91,Cases with confirmed SGTF,1524,40.4168168,45.44606056
North East,18/12/2021,713,52.62,Cases with confirmed S-gene,1355,49.92078155,55.30405242
North East,18/12/2021,642,47.38,Cases with confirmed SGTF,1355,44.69594758,50.07921845
North East,19/12/2021,662,46.46,Cases with confirmed S-gene,1425,43.84476318,49.08683079
North East,19/12/2021,763,53.54,Cases with confirmed SGTF,1425,50.91316921,56.15523682
North East,20/12/2021,860,38.36,Cases with confirmed S-gene,2242,36.34531407,40.41216821
North East,20/12/2021,1382,61.64,Cases with confirmed SGTF,2242,59.58783179,63.65468593
North East,21/12/2021,740,28.92,Cases with confirmed S-gene,2559,27.17441281,30.72458261
North East,21/12/2021,1819,71.08,Cases with confirmed SGTF,2559,69.27541739,72.82558719
North East,22/12/2021,719,21.42,Cases with confirmed S-gene,3356,20.05472003,22.85995377
North East,22/12/2021,2637,78.58,Cases with confirmed SGTF,3356,77.14004623,79.94527997
North East,23/12/2021,676,19.02,Cases with confirmed S-gene,3555,17.74551422,20.35304697
North East,23/12/2021,2879,80.98,Cases with confirmed SGTF,3555,79.64695303,82.25448578
North East,24/12/2021,589,16.84,Cases with confirmed S-gene,3497,15.62528161,18.13433899
North East,24/12/2021,2908,83.16,Cases with confirmed SGTF,3497,81.86566101,84.37471839
North East,25/12/2021,159,9.88,Cases with confirmed S-gene,1609,8.48897308,11.47002077
North East,25/12/2021,1450,90.12,Cases with confirmed SGTF,1609,88.52997923,91.51102692
North East,26/12/2021,335,11.29,Cases with confirmed S-gene,2968,10.1822406,12.49344419
North East,26/12/2021,2633,88.71,Cases with confirmed SGTF,2968,87.50655581,89.8177594
North East,27/12/2021,404,9.63,Cases with confirmed S-gene,4195,8.762949991,10.57292687
North East,27/12/2021,3791,90.37,Cases with confirmed SGTF,4195,89.42707313,91.23705001
North West,01/11/2021,3136,99.9,Cases with confirmed S-gene,3139,99.69587143,99.97531398
North West,01/11/2021,3,0.1,Cases with confirmed SGTF,3139,0.024686024,0.304128574
North West,02/11/2021,2306,99.87,Cases with confirmed S-gene,2309,99.5867582,99.96643869
North West,02/11/2021,3,0.13,Cases with confirmed SGTF,2309,0.033561305,0.413241799
North West,03/11/2021,2033,100,Cases with confirmed S-gene,2033,99.76487326,100
North West,04/11/2021,1983,99.95,Cases with confirmed S-gene,1984,99.67329728,99.99736889
North West,04/11/2021,1,0.05,Cases with confirmed SGTF,1984,0.002631112,0.326702717
North West,05/11/2021,2566,99.96,Cases with confirmed S-gene,2567,99.7473787,99.99796646
North West,05/11/2021,1,0.04,Cases with confirmed SGTF,2567,0.002033541,0.252621296
North West,06/11/2021,2283,99.96,Cases with confirmed S-gene,2284,99.71613308,99.99771449
North West,06/11/2021,1,0.04,Cases with confirmed SGTF,2284,0.002285513,0.283866922
North West,07/11/2021,2484,100,Cases with confirmed S-gene,2484,99.80749669,100
North West,08/11/2021,3700,99.97,Cases with confirmed S-gene,3701,99.82469801,99.99858955
North West,08/11/2021,1,0.03,Cases with confirmed SGTF,3701,0.00141045,0.17530199
North West,09/11/2021,3550,99.92,Cases with confirmed S-gene,3553,99.73126466,99.97819075
North West,09/11/2021,3,0.08,Cases with confirmed SGTF,3553,0.021809247,0.268735341
North West,10/11/2021,3361,99.91,Cases with confirmed S-gene,3364,99.71618616,99.97696529
North West,10/11/2021,3,0.09,Cases with confirmed SGTF,3364,0.023034707,0.283813838
North West,11/11/2021,3351,99.97,Cases with confirmed S-gene,3352,99.80646817,99.9984427
North West,11/11/2021,1,0.03,Cases with confirmed SGTF,3352,0.001557303,0.193531826
North West,12/11/2021,3071,99.97,Cases with confirmed S-gene,3072,99.78885183,99.99830075
North West,12/11/2021,1,0.03,Cases with confirmed SGTF,3072,0.001699247,0.211148173
North West,13/11/2021,2545,100,Cases with confirmed S-gene,2545,99.81210369,100
North West,14/11/2021,2522,100,Cases with confirmed S-gene,2522,99.81039276,100
North West,15/11/2021,4251,99.98,Cases with confirmed S-gene,4252,99.84739305,99.99877233
North West,15/11/2021,1,0.02,Cases with confirmed SGTF,4252,0.001227673,0.152606955
North West,16/11/2021,3783,99.97,Cases with confirmed S-gene,3784,99.82853904,99.99862049
North West,16/11/2021,1,0.03,Cases with confirmed SGTF,3784,0.001379512,0.171460955
North West,17/11/2021,3717,100,Cases with confirmed S-gene,3717,99.87128707,100
North West,18/11/2021,3690,100,Cases with confirmed S-gene,3690,99.87034626,100
North West,19/11/2021,3165,99.97,Cases with confirmed S-gene,3166,99.79511289,99.99835121
North West,19/11/2021,1,0.03,Cases with confirmed SGTF,3166,0.001648795,0.204887112
North West,20/11/2021,2711,100,Cases with confirmed S-gene,2711,99.8235925,100
North West,21/11/2021,2600,100,Cases with confirmed S-gene,2600,99.81607249,100
North West,22/11/2021,3863,100,Cases with confirmed S-gene,3863,99.87614682,100
North West,23/11/2021,3778,100,Cases with confirmed S-gene,3778,99.87336315,100
North West,24/11/2021,3431,99.97,Cases with confirmed S-gene,3432,99.81097408,99.998479
North West,24/11/2021,1,0.03,Cases with confirmed SGTF,3432,0.001521002,0.189025923
North West,25/11/2021,3387,99.91,Cases with confirmed S-gene,3390,99.71836006,99.97714198
North West,25/11/2021,3,0.09,Cases with confirmed SGTF,3390,0.022858019,0.28163994
North West,26/11/2021,3083,99.97,Cases with confirmed S-gene,3084,99.78967234,99.99830737
North West,26/11/2021,1,0.03,Cases with confirmed SGTF,3084,0.001692635,0.210327664
North West,27/11/2021,2392,99.83,Cases with confirmed S-gene,2396,99.54175663,99.94650723
North West,27/11/2021,4,0.17,Cases with confirmed SGTF,2396,0.053492772,0.458243372
North West,28/11/2021,2764,99.89,Cases with confirmed S-gene,2767,99.65504936,99.97199466
North West,28/11/2021,3,0.11,Cases with confirmed SGTF,2767,0.028005343,0.344950641
North West,29/11/2021,4092,99.9,Cases with confirmed S-gene,4096,99.73173142,99.96871204
North West,29/11/2021,4,0.1,Cases with confirmed SGTF,4096,0.031287957,0.268268578
North West,30/11/2021,4297,99.72,Cases with confirmed S-gene,4309,99.49912776,99.84903848
North West,30/11/2021,12,0.28,Cases with confirmed SGTF,4309,0.15096152,0.500872236
North West,01/12/2021,4277,99.56,Cases with confirmed S-gene,4296,99.29608884,99.72575084
North West,01/12/2021,19,0.44,Cases with confirmed SGTF,4296,0.274249165,0.703911156
North West,02/12/2021,3913,99.29,Cases with confirmed S-gene,3941,98.96011974,99.51835903
North West,02/12/2021,28,0.71,Cases with confirmed SGTF,3941,0.481640971,1.039880261
North West,03/12/2021,3559,98.86,Cases with confirmed S-gene,3600,98.44277223,99.17115912
North West,03/12/2021,41,1.14,Cases with confirmed SGTF,3600,0.828840877,1.557227767
North West,04/12/2021,1121,98.85,Cases with confirmed S-gene,1134,97.99336637,99.36134864
North West,04/12/2021,13,1.15,Cases with confirmed SGTF,1134,0.638651355,2.006633634
North West,05/12/2021,2888,98.26,Cases with confirmed S-gene,2939,97.70650146,98.69242704
North West,05/12/2021,51,1.74,Cases with confirmed SGTF,2939,1.307572962,2.293498538
North West,06/12/2021,2879,95.74,Cases with confirmed S-gene,3007,94.94349846,96.42362816
North West,06/12/2021,128,4.26,Cases with confirmed SGTF,3007,3.576371838,5.056501537
North West,07/12/2021,3086,92.7,Cases with confirmed S-gene,3329,91.75094995,93.54996795
North West,07/12/2021,243,7.3,Cases with confirmed SGTF,3329,6.450032046,8.249050051
North West,08/12/2021,2384,88.56,Cases with confirmed S-gene,2692,87.281514,89.72428744
North West,08/12/2021,308,11.44,Cases with confirmed SGTF,2692,10.27571256,12.718486
North West,09/12/2021,2434,86.47,Cases with confirmed S-gene,2815,85.13339202,87.69655284
North West,09/12/2021,381,13.53,Cases with confirmed SGTF,2815,12.30344716,14.86660798
North West,10/12/2021,3234,82.1,Cases with confirmed S-gene,3939,80.8608329,83.28006385
North West,10/12/2021,705,17.9,Cases with confirmed SGTF,3939,16.71993615,19.1391671
North West,11/12/2021,2779,78.61,Cases with confirmed S-gene,3535,77.21705869,79.94789311
North West,11/12/2021,756,21.39,Cases with confirmed SGTF,3535,20.05210689,22.78294131
North West,12/12/2021,2502,70.8,Cases with confirmed S-gene,3534,69.26257387,72.28775976
North West,12/12/2021,1032,29.2,Cases with confirmed SGTF,3534,27.71224024,30.73742613
North West,13/12/2021,2765,63.96,Cases with confirmed S-gene,4323,62.50554062,65.38989646
North West,13/12/2021,1558,36.04,Cases with confirmed SGTF,4323,34.61010354,37.49445938
North West,14/12/2021,2715,50.08,Cases with confirmed S-gene,5421,48.74320663,51.42269602
North West,14/12/2021,2706,49.92,Cases with confirmed SGTF,5421,48.57730398,51.25679337
North West,15/12/2021,2397,37.51,Cases with confirmed S-gene,6391,36.31898517,38.70785975
North West,15/12/2021,3994,62.49,Cases with confirmed SGTF,6391,61.29214025,63.68101483
North West,16/12/2021,2287,35.78,Cases with confirmed S-gene,6391,34.6105429,36.97604382
North West,16/12/2021,4104,64.22,Cases with confirmed SGTF,6391,63.02395618,65.3894571
North West,17/12/2021,1914,32.71,Cases with confirmed S-gene,5851,31.51343682,33.93412353
North West,17/12/2021,3937,67.29,Cases with confirmed SGTF,5851,66.06587647,68.48656318
North West,18/12/2021,1539,27.47,Cases with confirmed S-gene,5603,26.30563706,28.66033075
North West,18/12/2021,4064,72.53,Cases with confirmed SGTF,5603,71.33966925,73.69436294
North West,19/12/2021,1318,22.66,Cases with confirmed S-gene,5817,21.59177032,23.76006162
North West,19/12/2021,4499,77.34,Cases with confirmed SGTF,5817,76.23993838,78.40822968
North West,20/12/2021,1750,18.33,Cases with confirmed S-gene,9546,17.56373099,19.12648933
North West,20/12/2021,7796,81.67,Cases with confirmed SGTF,9546,80.87351067,82.43626901
North West,21/12/2021,1493,13.21,Cases with confirmed S-gene,11303,12.59283226,13.85010934
North West,21/12/2021,9810,86.79,Cases with confirmed SGTF,11303,86.14989066,87.40716774
North West,22/12/2021,1571,9.25,Cases with confirmed S-gene,16983,8.820956067,9.698452687
North West,22/12/2021,15412,90.75,Cases with confirmed SGTF,16983,90.30154731,91.17904393
North West,23/12/2021,1267,8.78,Cases with confirmed S-gene,14436,8.322611685,9.252825149
North West,23/12/2021,13169,91.22,Cases with confirmed SGTF,14436,90.74717485,91.67738831
North West,24/12/2021,1031,7.88,Cases with confirmed S-gene,13076,7.43130331,8.362987751
North West,24/12/2021,12045,92.12,Cases with confirmed SGTF,13076,91.63701225,92.56869669
North West,25/12/2021,430,6.17,Cases with confirmed S-gene,6966,5.624618214,6.769984713
North West,25/12/2021,6536,93.83,Cases with confirmed SGTF,6966,93.23001529,94.37538179
North West,26/12/2021,631,5.61,Cases with confirmed S-gene,11256,5.191602082,6.050803834
North West,26/12/2021,10625,94.39,Cases with confirmed SGTF,11256,93.94919617,94.80839792
North West,27/12/2021,688,5.25,Cases with confirmed S-gene,13099,4.879552082,5.651566599
North West,27/12/2021,12411,94.75,Cases with confirmed SGTF,13099,94.3484334,95.12044792
South East,01/11/2021,1547,99.42,Cases with confirmed S-gene,1556,98.86256764,99.71746217
South East,01/11/2021,9,0.58,Cases with confirmed SGTF,1556,0.282537834,1.137432358
South East,02/11/2021,1180,99.83,Cases with confirmed S-gene,1182,99.31998678,99.97068684
South East,02/11/2021,2,0.17,Cases with confirmed SGTF,1182,0.029313165,0.680013215
South East,03/11/2021,1452,99.32,Cases with confirmed S-gene,1462,98.70149934,99.65204624
South East,03/11/2021,10,0.68,Cases with confirmed SGTF,1462,0.347953764,1.298500664
South East,04/11/2021,1013,99.9,Cases with confirmed S-gene,1014,99.36201714,99.99485184
South East,04/11/2021,1,0.1,Cases with confirmed SGTF,1014,0.005148158,0.637982859
South East,05/11/2021,1088,99.63,Cases with confirmed S-gene,1092,98.9968552,99.88259458
South East,05/11/2021,4,0.37,Cases with confirmed SGTF,1092,0.117405419,1.003144803
South East,06/11/2021,789,100,Cases with confirmed S-gene,789,99.39596982,100
South East,07/11/2021,825,99.64,Cases with confirmed S-gene,828,98.85155766,99.90637973
South East,07/11/2021,3,0.36,Cases with confirmed SGTF,828,0.093620273,1.148442336
South East,08/11/2021,1261,99.53,Cases with confirmed S-gene,1267,98.91708504,99.80735172
South East,08/11/2021,6,0.47,Cases with confirmed SGTF,1267,0.192648285,1.082914961
South East,09/11/2021,1672,99.76,Cases with confirmed S-gene,1676,99.34543881,99.92351888
South East,09/11/2021,4,0.24,Cases with confirmed SGTF,1676,0.076481121,0.654561195
South East,10/11/2021,1530,99.74,Cases with confirmed S-gene,1534,99.28502898,99.91643639
South East,10/11/2021,4,0.26,Cases with confirmed SGTF,1534,0.083563608,0.714971017
South East,11/11/2021,1382,99.64,Cases with confirmed S-gene,1387,99.1088846,99.86720804
South East,11/11/2021,5,0.36,Cases with confirmed SGTF,1387,0.132791957,0.891115397
South East,12/11/2021,1271,99.92,Cases with confirmed S-gene,1272,99.49100766,99.99589608
South East,12/11/2021,1,0.08,Cases with confirmed SGTF,1272,0.004103922,0.508992343
South East,13/11/2021,1628,99.82,Cases with confirmed S-gene,1631,99.41544157,99.9524839
South East,13/11/2021,3,0.18,Cases with confirmed SGTF,1631,0.047516096,0.584558431
South East,14/11/2021,1391,99.78,Cases with confirmed S-gene,1394,99.31637379,99.94440312
South East,14/11/2021,3,0.22,Cases with confirmed SGTF,1394,0.055596881,0.683626206
South East,15/11/2021,3698,99.81,Cases with confirmed S-gene,3705,99.59241985,99.91718595
South East,15/11/2021,7,0.19,Cases with confirmed SGTF,3705,0.08281405,0.407580151
South East,16/11/2021,2674,99.81,Cases with confirmed S-gene,2679,99.53787568,99.93126803
South East,16/11/2021,5,0.19,Cases with confirmed SGTF,2679,0.068731967,0.462124323
South East,17/11/2021,2540,99.84,Cases with confirmed S-gene,2544,99.56836715,99.94961996
South East,17/11/2021,4,0.16,Cases with confirmed SGTF,2544,0.050380043,0.431632853
South East,18/11/2021,2570,100,Cases with confirmed S-gene,2570,99.81392872,100
South East,19/11/2021,1804,99.83,Cases with confirmed S-gene,1807,99.47223744,99.95711297
South East,19/11/2021,3,0.17,Cases with confirmed SGTF,1807,0.042887029,0.527762563
South East,20/11/2021,1477,100,Cases with confirmed S-gene,1477,99.67659459,100
South East,21/11/2021,1693,99.65,Cases with confirmed S-gene,1699,99.19163465,99.85636303
South East,21/11/2021,6,0.35,Cases with confirmed SGTF,1699,0.14363697,0.808365353
South East,22/11/2021,2437,99.75,Cases with confirmed S-gene,2443,99.43731943,99.90012361
South East,22/11/2021,6,0.25,Cases with confirmed SGTF,2443,0.099876386,0.562680568
South East,23/11/2021,2509,99.92,Cases with confirmed S-gene,2511,99.67928977,99.98620279
South East,23/11/2021,2,0.08,Cases with confirmed SGTF,2511,0.013797213,0.320710229
South East,24/11/2021,2156,100,Cases with confirmed S-gene,2156,99.77826314,100
South East,25/11/2021,2678,99.67,Cases with confirmed S-gene,2687,99.34037158,99.83644882
South East,25/11/2021,9,0.33,Cases with confirmed SGTF,2687,0.163551183,0.659628424
South East,26/11/2021,1747,99.54,Cases with confirmed S-gene,1755,99.06552135,99.7878917
South East,26/11/2021,8,0.46,Cases with confirmed SGTF,1755,0.212108297,0.934478653
South East,27/11/2021,1603,99.44,Cases with confirmed S-gene,1612,98.90194959,99.72728593
South East,27/11/2021,9,0.56,Cases with confirmed SGTF,1612,0.272714074,1.098050405
South East,28/11/2021,1665,99.76,Cases with confirmed S-gene,1669,99.34270107,99.92319799
South East,28/11/2021,4,0.24,Cases with confirmed SGTF,1669,0.076802007,0.657298932
South East,29/11/2021,2604,99.28,Cases with confirmed S-gene,2623,98.84824425,99.55065435
South East,29/11/2021,19,0.72,Cases with confirmed SGTF,2623,0.449345654,1.151755753
South East,30/11/2021,2518,99.64,Cases with confirmed S-gene,2527,99.29869532,99.82608763
South East,30/11/2021,9,0.36,Cases with confirmed SGTF,2527,0.173912367,0.701304683
South East,01/12/2021,2593,99.2,Cases with confirmed S-gene,2614,98.75191738,99.48907507
South East,01/12/2021,21,0.8,Cases with confirmed SGTF,2614,0.510924926,1.248082615
South East,02/12/2021,2130,98.66,Cases with confirmed S-gene,2159,98.05042859,99.08219356
South East,02/12/2021,29,1.34,Cases with confirmed SGTF,2159,0.917806439,1.949571409
South East,03/12/2021,2446,99.07,Cases with confirmed S-gene,2469,98.58180217,99.39466221
South East,03/12/2021,23,0.93,Cases with confirmed SGTF,2469,0.605337785,1.418197826
South East,04/12/2021,2282,98.62,Cases with confirmed S-gene,2314,98.02917792,99.03668854
South East,04/12/2021,32,1.38,Cases with confirmed SGTF,2314,0.963311463,1.970822082
South East,05/12/2021,1708,97.38,Cases with confirmed S-gene,1754,96.48735677,98.05260929
South East,05/12/2021,46,2.62,Cases with confirmed SGTF,1754,1.947390709,3.512643227
South East,06/12/2021,2488,95.14,Cases with confirmed S-gene,2615,94.23062206,95.92068581
South East,06/12/2021,127,4.86,Cases with confirmed SGTF,2615,4.079314192,5.769377941
South East,07/12/2021,2483,90.89,Cases with confirmed S-gene,2732,89.72914091,91.92569463
South East,07/12/2021,249,9.11,Cases with confirmed SGTF,2732,8.074305368,10.27085909
South East,08/12/2021,2610,87.64,Cases with confirmed S-gene,2978,86.39456299,88.79249877
South East,08/12/2021,368,12.36,Cases with confirmed SGTF,2978,11.20750123,13.60543701
South East,09/12/2021,2694,86.02,Cases with confirmed S-gene,3132,84.73997502,87.2012793
South East,09/12/2021,438,13.98,Cases with confirmed SGTF,3132,12.7987207,15.26002498
South East,10/12/2021,2284,80.79,Cases with confirmed S-gene,2827,79.28065132,82.2194801
South East,10/12/2021,543,19.21,Cases with confirmed SGTF,2827,17.7805199,20.71934868
South East,11/12/2021,1304,73.46,Cases with confirmed S-gene,1775,71.33291062,75.49393313
South East,11/12/2021,471,26.54,Cases with confirmed SGTF,1775,24.50606687,28.66708938
South East,12/12/2021,1295,66.11,Cases with confirmed S-gene,1959,63.95347885,68.19302728
South East,12/12/2021,664,33.89,Cases with confirmed SGTF,1959,31.80697272,36.04652115
South East,13/12/2021,2098,59.05,Cases with confirmed S-gene,3553,57.4086963,60.66897065
South East,13/12/2021,1455,40.95,Cases with confirmed SGTF,3553,39.33102935,42.5913037
South East,14/12/2021,1669,44.63,Cases with confirmed S-gene,3740,43.02552376,46.23693457
South East,14/12/2021,2071,55.37,Cases with confirmed SGTF,3740,53.76306543,56.97447624
South East,15/12/2021,1579,37.22,Cases with confirmed S-gene,4242,35.76881353,38.70050991
South East,15/12/2021,2663,62.78,Cases with confirmed SGTF,4242,61.29949009,64.23118647
South East,16/12/2021,1515,33.47,Cases with confirmed S-gene,4526,32.10207204,34.87271471
South East,16/12/2021,3011,66.53,Cases with confirmed SGTF,4526,65.12728529,67.89792796
South East,17/12/2021,1351,31.85,Cases with confirmed S-gene,4242,30.45152134,33.2779703
South East,17/12/2021,2891,68.15,Cases with confirmed SGTF,4242,66.7220297,69.54847866
South East,18/12/2021,880,26.67,Cases with confirmed S-gene,3299,25.17849165,28.22581082
South East,18/12/2021,2419,73.33,Cases with confirmed SGTF,3299,71.77418918,74.82150835
South East,19/12/2021,737,24.04,Cases with confirmed S-gene,3066,22.54243723,25.59890708
South East,19/12/2021,2329,75.96,Cases with confirmed SGTF,3066,74.40109292,77.45756277
South East,20/12/2021,841,20.65,Cases with confirmed S-gene,4072,19.42580753,21.93654
South East,20/12/2021,3231,79.35,Cases with confirmed SGTF,4072,78.06346,80.57419247
South East,21/12/2021,1029,17.1,Cases with confirmed S-gene,6017,16.16311749,18.08232043
South East,21/12/2021,4988,82.9,Cases with confirmed SGTF,6017,81.91767957,83.83688251
South East,22/12/2021,775,14.04,Cases with confirmed S-gene,5518,13.1443727,14.9960358
South East,22/12/2021,4743,85.96,Cases with confirmed SGTF,5518,85.0039642,86.8556273
South East,23/12/2021,645,12.02,Cases with confirmed S-gene,5366,11.16806365,12.92711106
South East,23/12/2021,4721,87.98,Cases with confirmed SGTF,5366,87.07288894,88.83193635
South East,24/12/2021,523,10.8,Cases with confirmed S-gene,4842,9.947953171,11.71757183
South East,24/12/2021,4319,89.2,Cases with confirmed SGTF,4842,88.28242817,90.05204683
South East,25/12/2021,185,8.98,Cases with confirmed S-gene,2059,7.802181266,10.32345958
South East,25/12/2021,1874,91.02,Cases with confirmed SGTF,2059,89.67654042,92.19781873
South East,26/12/2021,227,8.43,Cases with confirmed S-gene,2692,7.423520821,9.561819192
South East,26/12/2021,2465,91.57,Cases with confirmed SGTF,2692,90.43818081,92.57647918
South East,27/12/2021,274,6.77,Cases with confirmed S-gene,4050,6.02050868,7.593599866
South East,27/12/2021,3776,93.23,Cases with confirmed SGTF,4050,92.40640013,93.97949132
